181.3.249.130 - - [10/Oct/2015:08:15:38 ] "GET /Store/cart.jsp?productID=1305 HTTP/1.0" 200 2248 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
179.203.132.160 - - [15/Oct/2015:03:46:23 ] "GET /YSL HTTP/1.0" 200 2168 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
62.112.34.46 - - [15/Oct/2015:03:50:59 ] "GET /Store/cart.jsp?productID=1302 HTTP/1.0" 200 2346 "http://twitter.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
137.89.53.3 - - [15/Oct/2015:03:52:46 ] "GET /HugoBoss HTTP/1.0" 200 2422 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
20.149.200.80 - - [15/Oct/2015:03:53:19 ] "GET /CalvinKlein HTTP/1.0" 200 4728 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [15/Oct/2015:03:54:03 ] "GET /YSL HTTP/1.0" 200 3888 "http://facebook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
181.3.249.130 - - [15/Oct/2015:03:56:07 ] "GET /Chanel HTTP/1.0" 200 2168 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [15/Oct/2015:03:58:54 ] "GET /YSL HTTP/1.0" 200 4125 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [15/Oct/2015:04:01:49 ] "GET /Dior HTTP/1.0" 200 4412 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
154.14.161.138 - - [15/Oct/2015:04:03:41 ] "GET /CalvinKlein HTTP/1.0" 200 3196 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
173.216.153.220 - - [15/Oct/2015:04:05:34 ] "GET /HugoBoss HTTP/1.0" 200 2152 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
148.12.180.110 - - [15/Oct/2015:04:10:08 ] "GET /Chanel HTTP/1.0" 200 3348 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
72.183.126.71 - - [15/Oct/2015:04:13:20 ] "GET /Bvlgari HTTP/1.0" 200 4297 "http://facebook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
129.205.99.233 - - [15/Oct/2015:04:14:25 ] "GET /Gucci HTTP/1.0" 200 2869 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
179.203.132.160 - - [15/Oct/2015:04:17:56 ] "GET /HugoBoss HTTP/1.0" 200 4523 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
154.14.161.138 - - [15/Oct/2015:04:22:50 ] "GET /Revlon HTTP/1.0" 200 2506 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
62.112.34.46 - - [15/Oct/2015:04:25:54 ] "GET /Gucci HTTP/1.0" 200 3684 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [15/Oct/2015:04:30:11 ] "GET /Revlon HTTP/1.0" 200 3907 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [15/Oct/2015:04:31:01 ] "GET /Revlon HTTP/1.0" 200 4858 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
148.12.180.110 - - [15/Oct/2015:04:32:26 ] "GET /HugoBoss HTTP/1.0" 200 4497 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [15/Oct/2015:04:35:05 ] "GET /Dior HTTP/1.0" 200 4607 "http://twitter.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
62.112.34.46 - - [15/Oct/2015:04:38:11 ] "GET /Givency HTTP/1.0" 200 4650 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
20.149.200.80 - - [15/Oct/2015:04:39:03 ] "GET /Prada HTTP/1.0" 200 2470 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [15/Oct/2015:04:42:15 ] "GET /Store/cart.jsp?productID=1460 HTTP/1.0" 200 2715 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
72.183.126.71 - - [15/Oct/2015:04:44:28 ] "GET /Bvlgari HTTP/1.0" 200 4679 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
72.183.126.71 - - [15/Oct/2015:04:46:48 ] "GET /CalvinKlein HTTP/1.0" 200 3512 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
129.205.99.233 - - [15/Oct/2015:04:49:38 ] "GET /Chanel HTTP/1.0" 200 4388 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
154.14.161.138 - - [15/Oct/2015:04:54:19 ] "GET /Store/cart.jsp?productID=1484 HTTP/1.0" 200 3210 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
181.3.249.130 - - [15/Oct/2015:04:57:42 ] "GET /Dior HTTP/1.0" 200 3862 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
20.149.200.80 - - [15/Oct/2015:04:58:37 ] "GET /Gucci HTTP/1.0" 200 4546 "http://www.google.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
72.183.126.71 - - [15/Oct/2015:05:03:35 ] "GET /Chanel HTTP/1.0" 200 4772 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
179.203.132.160 - - [15/Oct/2015:05:04:36 ] "GET /Bvlgari HTTP/1.0" 200 3586 "http://facebook.com/" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
137.89.53.3 - - [15/Oct/2015:05:07:01 ] "GET /Revlon HTTP/1.0" 200 3312 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [15/Oct/2015:05:08:42 ] "GET /Givency HTTP/1.0" 200 2817 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
181.3.249.130 - - [15/Oct/2015:05:09:16 ] "GET /Revlon HTTP/1.0" 200 2693 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
181.3.249.130 - - [15/Oct/2015:05:11:53 ] "GET /Bvlgari HTTP/1.0" 200 2365 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
137.89.53.3 - - [15/Oct/2015:05:12:50 ] "GET /Dior HTTP/1.0" 200 3579 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
154.14.161.138 - - [15/Oct/2015:05:17:30 ] "GET /Dior HTTP/1.0" 200 2928 "http://facebook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
173.216.153.220 - - [15/Oct/2015:05:21:49 ] "GET /CalvinKlein HTTP/1.0" 200 4936 "http://twitter.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
20.149.200.80 - - [15/Oct/2015:05:22:57 ] "GET /Store/cart.jsp?productID=1257 HTTP/1.0" 200 2110 "http://instagram.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [15/Oct/2015:05:26:06 ] "GET /YSL HTTP/1.0" 200 2655 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
129.205.99.233 - - [15/Oct/2015:05:31:01 ] "GET /HugoBoss HTTP/1.0" 200 3841 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
62.112.34.46 - - [15/Oct/2015:05:35:38 ] "GET /YSL HTTP/1.0" 200 3285 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
173.216.153.220 - - [15/Oct/2015:05:39:42 ] "GET /Prada HTTP/1.0" 200 3561 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
173.216.153.220 - - [15/Oct/2015:05:44:26 ] "GET /Gucci HTTP/1.0" 200 2904 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
137.89.53.3 - - [15/Oct/2015:05:45:30 ] "GET /CalvinKlein HTTP/1.0" 200 4905 "http://twitter.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
20.149.200.80 - - [15/Oct/2015:05:50:01 ] "GET /Store/cart.jsp?productID=1263 HTTP/1.0" 200 2734 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
173.216.153.220 - - [15/Oct/2015:05:50:45 ] "GET /Gucci HTTP/1.0" 200 2530 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [15/Oct/2015:05:54:15 ] "GET /HugoBoss HTTP/1.0" 200 2107 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
154.14.161.138 - - [15/Oct/2015:05:58:07 ] "GET /Chanel HTTP/1.0" 200 3175 "http://facebook.com/" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [15/Oct/2015:05:58:58 ] "GET /Prada HTTP/1.0" 200 4753 "http://instagram.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
20.149.200.80 - - [15/Oct/2015:05:59:30 ] "GET /Dior HTTP/1.0" 200 3225 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
20.149.200.80 - - [15/Oct/2015:06:02:19 ] "GET /Dior HTTP/1.0" 200 4191 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
154.14.161.138 - - [15/Oct/2015:06:03:42 ] "GET /Bvlgari HTTP/1.0" 200 3262 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [15/Oct/2015:06:07:49 ] "GET /Givency HTTP/1.0" 200 3103 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
20.149.200.80 - - [15/Oct/2015:06:11:23 ] "GET /Chanel HTTP/1.0" 200 4987 "http://facebook.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
72.183.126.71 - - [15/Oct/2015:06:15:20 ] "GET /Gucci HTTP/1.0" 200 4512 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
20.149.200.80 - - [15/Oct/2015:06:18:07 ] "GET /YSL HTTP/1.0" 200 4887 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
129.205.99.233 - - [15/Oct/2015:06:20:56 ] "GET /Prada HTTP/1.0" 200 4957 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
62.112.34.46 - - [15/Oct/2015:06:23:02 ] "GET /Gucci HTTP/1.0" 200 3498 "http://facebook.com/" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
129.205.99.233 - - [15/Oct/2015:06:24:41 ] "GET /HugoBoss HTTP/1.0" 200 4888 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
179.203.132.160 - - [15/Oct/2015:06:27:10 ] "GET /HugoBoss HTTP/1.0" 200 2369 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [15/Oct/2015:06:28:45 ] "GET /HugoBoss HTTP/1.0" 200 2613 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
154.14.161.138 - - [15/Oct/2015:06:29:31 ] "GET /Bvlgari HTTP/1.0" 200 4993 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
20.149.200.80 - - [15/Oct/2015:06:32:23 ] "GET /YSL HTTP/1.0" 200 2883 "http://facebook.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
20.149.200.80 - - [15/Oct/2015:06:33:01 ] "GET /Prada HTTP/1.0" 200 4481 "http://instagram.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
72.183.126.71 - - [15/Oct/2015:06:34:20 ] "GET /Prada HTTP/1.0" 200 4759 "http://facebook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
173.216.153.220 - - [15/Oct/2015:06:35:46 ] "GET /HugoBoss HTTP/1.0" 200 3684 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
181.3.249.130 - - [15/Oct/2015:06:40:15 ] "GET /Bvlgari HTTP/1.0" 200 2908 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
173.216.153.220 - - [15/Oct/2015:06:42:13 ] "GET /Chanel HTTP/1.0" 200 2795 "-" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
181.3.249.130 - - [15/Oct/2015:06:47:03 ] "GET /Chanel HTTP/1.0" 200 2303 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
129.205.99.233 - - [15/Oct/2015:06:50:47 ] "GET /Givency HTTP/1.0" 200 3774 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
173.216.153.220 - - [15/Oct/2015:06:52:12 ] "GET /Gucci HTTP/1.0" 200 2548 "http://twitter.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
148.12.180.110 - - [15/Oct/2015:06:53:36 ] "GET /Store/cart.jsp?productID=1400 HTTP/1.0" 200 2953 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [15/Oct/2015:06:56:54 ] "GET /Store/cart.jsp?productID=1078 HTTP/1.0" 200 2468 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
179.203.132.160 - - [15/Oct/2015:06:57:32 ] "GET /Revlon HTTP/1.0" 200 2242 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
181.3.249.130 - - [15/Oct/2015:06:58:50 ] "GET /Givency HTTP/1.0" 200 2152 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
154.14.161.138 - - [15/Oct/2015:07:01:59 ] "GET /Chanel HTTP/1.0" 200 2506 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
62.112.34.46 - - [15/Oct/2015:07:02:59 ] "GET /YSL HTTP/1.0" 200 2950 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [15/Oct/2015:07:04:04 ] "GET /YSL HTTP/1.0" 200 3752 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [15/Oct/2015:07:08:59 ] "GET /HugoBoss HTTP/1.0" 200 4322 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
148.12.180.110 - - [15/Oct/2015:07:12:13 ] "GET /Givency HTTP/1.0" 200 2564 "http://instagram.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
179.203.132.160 - - [15/Oct/2015:07:15:47 ] "GET /Prada HTTP/1.0" 200 4193 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
181.3.249.130 - - [15/Oct/2015:07:16:27 ] "GET /Bvlgari HTTP/1.0" 200 2692 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
154.14.161.138 - - [15/Oct/2015:07:17:40 ] "GET /Dior HTTP/1.0" 200 2246 "http://www.google.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
181.3.249.130 - - [15/Oct/2015:07:21:47 ] "GET /HugoBoss HTTP/1.0" 200 3486 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
129.205.99.233 - - [15/Oct/2015:07:23:55 ] "GET /Store/cart.jsp?productID=1235 HTTP/1.0" 200 2192 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
129.205.99.233 - - [15/Oct/2015:07:28:02 ] "GET /Givency HTTP/1.0" 200 2936 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
129.205.99.233 - - [15/Oct/2015:07:32:00 ] "GET /Bvlgari HTTP/1.0" 200 2328 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [15/Oct/2015:07:36:42 ] "GET /Bvlgari HTTP/1.0" 200 4524 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
148.12.180.110 - - [15/Oct/2015:07:38:48 ] "GET /Store/cart.jsp?productID=1356 HTTP/1.0" 200 4374 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
62.112.34.46 - - [15/Oct/2015:07:39:48 ] "GET /YSL HTTP/1.0" 200 3366 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
148.12.180.110 - - [15/Oct/2015:07:41:02 ] "GET /YSL HTTP/1.0" 200 2372 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
154.14.161.138 - - [15/Oct/2015:07:44:23 ] "GET /Bvlgari HTTP/1.0" 200 3839 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
129.205.99.233 - - [15/Oct/2015:07:45:52 ] "GET /Chanel HTTP/1.0" 200 4957 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [15/Oct/2015:07:47:11 ] "GET /Bvlgari HTTP/1.0" 200 3985 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [15/Oct/2015:07:51:51 ] "GET /YSL HTTP/1.0" 200 2841 "http://www.google.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
20.149.200.80 - - [15/Oct/2015:07:56:43 ] "GET /Prada HTTP/1.0" 200 3180 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
148.12.180.110 - - [15/Oct/2015:08:00:36 ] "GET /CalvinKlein HTTP/1.0" 200 3452 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [15/Oct/2015:08:02:43 ] "GET /Bvlgari HTTP/1.0" 200 4784 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
129.205.99.233 - - [15/Oct/2015:08:06:24 ] "GET /Chanel HTTP/1.0" 200 4799 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [15/Oct/2015:08:10:02 ] "GET /CalvinKlein HTTP/1.0" 200 2002 "http://instagram.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
137.89.53.3 - - [15/Oct/2015:08:13:10 ] "GET /Chanel HTTP/1.0" 200 2323 "http://twitter.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
129.205.99.233 - - [15/Oct/2015:08:14:38 ] "GET /HugoBoss HTTP/1.0" 200 2827 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
137.89.53.3 - - [15/Oct/2015:08:19:07 ] "GET /Store/cart.jsp?productID=1036 HTTP/1.0" 200 4614 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
148.12.180.110 - - [15/Oct/2015:08:19:59 ] "GET /Prada HTTP/1.0" 200 3442 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
62.112.34.46 - - [15/Oct/2015:08:20:39 ] "GET /Gucci HTTP/1.0" 200 3073 "http://facebook.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
173.216.153.220 - - [15/Oct/2015:08:23:11 ] "GET /HugoBoss HTTP/1.0" 200 2928 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
129.205.99.233 - - [15/Oct/2015:08:27:10 ] "GET /Dior HTTP/1.0" 200 2288 "http://facebook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
72.183.126.71 - - [15/Oct/2015:08:29:35 ] "GET /Prada HTTP/1.0" 200 4069 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
129.205.99.233 - - [15/Oct/2015:08:34:13 ] "GET /YSL HTTP/1.0" 200 2793 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [15/Oct/2015:08:37:49 ] "GET /Revlon HTTP/1.0" 200 4356 "http://twitter.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
129.205.99.233 - - [15/Oct/2015:08:40:11 ] "GET /Gucci HTTP/1.0" 200 2935 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
173.216.153.220 - - [15/Oct/2015:08:43:51 ] "GET /HugoBoss HTTP/1.0" 200 4248 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
72.183.126.71 - - [15/Oct/2015:08:47:13 ] "GET /Dior HTTP/1.0" 200 4273 "http://instagram.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
